OBJECTID_1,WorldID,Zone_Name,World,Adm4ID,Adm3ID,Adm2ID,Adm1ID,CntyID,Levels,Adm4_Name,Adm3_Name,Adm2_Name,Adm1_Name,Cnty_Name,Composite,RegionYWAM,GlobalID,FieldYWAM,Population,PopPct,Name,OZcount,Shape_Leng,Cen_x,Cen_y,Shape_Le_1,Shape_Area,OZ_Label,OZ_Label1
2125,MEX-SON,Sonora,C,,,,MEX-SON,MEX,1,,,,Sonora,Mexico,0,"Mexico, Central America and Caribbean Region",{CB89C473-4E50-4DD9-B154-4A89558A10AC},The Americas Field,2516288.89484000000,2.27420027551,,1,41.86136032640,-110.81298531200,29.69136217900,41.86136032640,16.81609661540,Sonora,Sonora
2126,MEX-TAB,Tabasco,C,,,,MEX-TAB,MEX,1,,,,Tabasco,Mexico,0,"Mexico, Central America and Caribbean Region",{9E386534-8F67-4C7D-8161-20301504550F},The Americas Field,2147254.65157000000,1.94067029832,,1,15.71753479950,-92.59642382190,17.93835766080,15.71753479950,2.09312860521,Tabasco,Tabasco
2127,MEX-VER,Veracruz,C,,,,MEX-VER,MEX,1,,,,Veracruz,Mexico,0,"Mexico, Central America and Caribbean Region",{06A45C5B-062A-4701-A2C1-6B413CF51ED5},The Americas Field,7841776.34044000000,7.08733005598,,1,37.02530792750,-96.40678916660,19.37056846330,37.02530792750,6.12955880359,Veracruz,Veracruz
2128,MEX-YUC,Yucatan,C,,,,MEX-YUC,MEX,1,,,,Yucatan,Mexico,0,"Mexico, Central America and Caribbean Region",{0FB15A09-5627-46DC-A0C9-5C913762613B},The Americas Field,1882093.76563000000,1.70102016867,,1,11.92458611120,-88.90072861150,20.74673494490,11.92458611120,3.44700295741,Yucatan,Yucatan
2129,MEX-ZAC,Zacatecas,C,,,,MEX-ZAC,MEX,1,,,,Zacatecas,Mexico,0,"Mexico, Central America and Caribbean Region",{B34A03C4-46BF-44AF-A64D-A79A196803F0},The Americas Field,1536360.96320000000,1.38854983343,,1,29.08078492110,-102.65626194100,23.29432410310,29.08078492110,6.65735399333,Zacatecas,Zacatecas
2130,MYS-JOH,Johor,B,,,,MYS-JOH,MYS,1,,,,Johor,Malaysia,0,South East Asia and Australia Region,{1689FECA-C42F-4BEA-ADAE-96E806801729},Asia and Pacific Field,3286915.81762000000,11.77515160000,,1,10.23485080640,103.39435976800,2.05565993917,10.23485080640,1.55565967520,Johor,Johor
2131,MYS-KED,Kedah,B,,,,MYS-KED,MYS,1,,,,Kedah,Malaysia,0,South East Asia and Australia Region,{0E61DDA9-B4CE-4404-9630-AD1E7EC95E3B},Asia and Pacific Field,1978599.99539000000,7.08819945329,,1,4.97035952518,100.66071602100,5.92387581688,4.97035952518,0.73669589557,Kedah,Kedah
2132,MYS-KEL,Kelantan,B,,,,MYS-KEL,MYS,1,,,,Kelantan,Malaysia,0,South East Asia and Australia Region,{A3944FBC-5849-40A9-9DD1-8B33FCA264EE},Asia and Pacific Field,1574734.42899000000,5.64137862361,,1,7.07755881164,102.03207260000,5.27801705971,7.07755881164,1.21792166167,Kelantan,Kelantan
2133,MYS-MEL,Melaka,B,,,,MYS-MEL,MYS,1,,,,Melaka,Malaysia,0,South East Asia and Australia Region,{86613C70-C135-4D0C-9704-F1A571CF4491},Asia and Pacific Field,762521.17482200000,2.73168007029,,1,1.98432193695,102.31248960400,2.32690266819,1.98432193695,0.13348462452,Melaka,Melaka
2134,MYS-NEG,Negeri Sembilan,B,,,,MYS-NEG,MYS,1,,,,Negeri Sembilan,Malaysia,0,South East Asia and Australia Region,{0790ACD2-65BA-4BA2-9822-9A0DBEFE5055},Asia and Pacific Field,1031330.62289000000,3.69467157300,,1,3.66419489088,102.21145086500,2.77727023371,3.66419489088,0.54067300525,Negeri Sembilan,Negeri Sembilan
2135,MYS-PAH,Pahang Darul Makmur,A,,,,MYS-PAH,MYS,1,,,,Pahang Darul Makmur,Malaysia,0,South East Asia and Australia Region,{78436E3C-3B74-43DE-BCA5-8347424F7EAC},Asia and Pacific Field,1545185.46565000000,5.53552147900,,1,11.19951932290,102.54349076400,3.73517563479,11.19951932290,2.91302324866,Pahang Darul Makmur,Pahang Darul Makmur
2136,ARG-BUE-Z01,Buenos Aires North,C,,,,ARG-BUE,ARG,1,,,,Buenos Aires,Argentina,1,South America: Southern Cone Region,{C2CADCC6-4843-4BE9-8FAA-AD875E7425BC},The Americas Field,7756609.66038000000,19.07394300000,,1,18.77055136390,-60.41624515500,-34.94321946710,18.77055136390,10.64784909220,Buenos Aires North,Buenos Aires North
2137,ARG-BUE-Z02,Buenos Aires South,C,,,,ARG-BUE,ARG,1,,,,Buenos Aires,Argentina,1,South America: Southern Cone Region,{2E764812-C1C5-4FD2-955B-9E65D3679536},The Americas Field,7756608.60306000000,19.07394040000,,1,36.00565720000,-60.64178758250,-37.59323267050,36.00565720000,20.27053458920,Buenos Aires South,Buenos Aires South
2138,MYS-PRK,Perak,B,,,,MYS-PRK,MYS,1,,,,Perak,Malaysia,0,South East Asia and Australia Region,{8B5F4B5E-77BE-4F48-90A8-D82382936D26},Asia and Pacific Field,2460105.37489000000,8.81315961484,,1,10.47656192770,101.11302950200,4.77197276103,10.47656192770,1.69996428106,Perak,Perak
2139,MYS-PRL,Perlis,A,,,,MYS-PRL,MYS,1,,,,Perlis,Malaysia,0,South East Asia and Australia Region,{2FC6CAEF-24AF-4F4A-A806-95422FA1CA64},Asia and Pacific Field,245201.77337500000,0.87841861924,,1,4.18920920772,100.07599038200,6.44437556267,4.18920920772,0.10824289463,Perlis,Perlis
2140,MYS-PUL,Pulau Pinang,B,,,,MYS-PUL,MYS,1,,,,Pulau Pinang,Malaysia,0,South East Asia and Australia Region,{76F2946A-EB4C-4A04-9CA0-B4267D499E6D},Asia and Pacific Field,1575256.42544000000,5.64324864025,,1,2.43206971510,100.40496655500,5.36023234315,2.43206971510,0.08382535836,Pulau Pinang,Pulau Pinang
2141,MYS-SAR,Sarawak,B,,,,MYS-SAR,MYS,1,,,,Sarawak,Malaysia,0,South East Asia and Australia Region,{D2147DF6-FF91-4B91-AC63-946DDA8CE2D3},Asia and Pacific Field,2484415.65239000000,8.90024952492,,1,30.44753275450,113.29961587000,2.59162113324,30.44753275450,10.06659275320,Sarawak,Sarawak
2142,MYS-TER,Terengganu,A,,,,MYS-TER,MYS,1,,,,Terengganu,Malaysia,0,South East Asia and Australia Region,{75A0B59C-DA79-43BD-B4E1-B9CF4984635E},Asia and Pacific Field,1077985.43178000000,3.86180924189,,1,7.30075917020,102.95340101600,4.93218232928,7.30075917020,1.06045809440,Terengganu,Terengganu
2143,MYS-FTK,Kuala Lumpur,B,,,,MYS-FTK,MYS,1,,,,Kuala Lumpur,Malaysia,0,South East Asia and Australia Region,{E3997F8B-D55F-4E14-9FF0-5D58146D8B15},Asia and Pacific Field,1654245.27998000000,5.92622082103,,1,0.63138438076,101.69429971300,3.16085627719,0.63138438076,0.02383966669,Kuala Lumpur,Kuala Lumpur
2144,MYS-FTL,Labaun,B,,,,MYS-FTL,MYS,1,,,,Labaun,Malaysia,0,South East Asia and Australia Region,{14183CAB-BE2C-4604-8B55-13249C2B1EFF},Asia and Pacific Field,91228.23955530000,0.32681894231,,1,0.50644747021,115.21587629100,5.31805613252,0.50644747021,0.00731813014,Labaun,Labaun
2145,MYS-SAB,Sabah,B,,,,MYS-SAB,MYS,1,,,,Sabah,Malaysia,0,South East Asia and Australia Region,{E91F5735-DE0A-44D7-970D-E1A63B709323},Asia and Pacific Field,3122435.16863000000,11.18591090000,,1,39.90270020020,117.12837663100,5.35360238925,39.90270020020,6.04877266462,Sabah,Sabah
2146,MOZ-CAB,Cabo Delgado,B,,,,MOZ-CAB,MOZ,1,,,,Cabo Delgado,Mozambique,0,South Central Africa Region,{9AE800C4-1162-4B0F-94D7-4FA5C35076AC},Sub-Sahara Africa Field,1861481.52060000000,7.95301000000,,1,20.69108551100,39.36820651720,-12.46197484430,20.69108551100,6.48165394448,Cabo Delgado,Cabo Delgado
2147,MOZ-GAZ,Gaza,C,,,,MOZ-GAZ,MOZ,1,,,,Gaza,Mozambique,0,South Central Africa Region,{E376897B-98BD-479B-8A69-616600418411},Sub-Sahara Africa Field,1389733.59060000000,5.93751000000,,1,12.93719075390,32.79958086770,-23.32046970820,12.93719075390,6.65970391919,Gaza,Gaza
2148,MOZ-INH,Inhambane,C,,,,MOZ-INH,MOZ,1,,,,Inhambane,Mozambique,0,South Central Africa Region,{0B4E55FA-7B57-47CD-ABB3-6C42F0C3D5F6},Sub-Sahara Africa Field,1444480.22460000000,6.17141000000,,1,17.37754953090,34.51745398460,-22.81301281230,17.37754953090,6.05985293152,Inhambane,Inhambane
2903,BEN-MON,Mono,B,,,,BEN-MON,BEN,1,,,,Mono,Benin,0,West Central Africa Region,{7E32DF48-5662-4E3D-AD99-991A75BBA0F9},Sub-Sahara Africa Field,489911.66280000000,5.31819000000,,1,2.30399459490,1.83885177316,6.54559780330,2.30399459490,0.13124713183,Mono,Mono
2904,BRA-PIA,Piaui,C,,,,BRA-PIA,BRA,1,,,,Piau├¡,Brazil,0,South America: Brazil Region,{F0049587-B169-416C-9958-146ADA143689},The Americas Field,3272337.93464000000,1.67448966326,,1,29.31219992620,-42.96869640970,-7.38646714934,29.31219992620,20.60779278390,Piaui,Piaui
2905,USA-NJE,New Jersey,C,,,,USA-NJE,USA,1,,,,New Jersey,United States of America,0,North America Region,{2E5A49C8-0460-4107-B772-9E134E720B0A},The Americas Field,9497275.31540000000,2.98994000000,,1,19.51163823400,-74.66977984760,40.19622803020,19.51163823400,2.08710486866,New Jersey,New Jersey
2906,MDG-ANA,Antananarivo,B,,,,MDG-ANA,MDG,1,,,,Antananarivo,Madagascar,0,Southern Africa & Indian Ocean Region,{969E4D6A-9F59-4219-8BBD-4A060FB88429},Sub-Sahara Africa Field,5880981.92172000000,29.19180940000,,1,10.41072735210,46.81221860570,-18.92049614250,10.41072735210,5.08038267874,Antananarivo,Antananarivo
2907,MWI-NOR,"Northern, Malawi",B,,,,MWI-NOR,MWI,1,,,,Northern,Malawi,0,South Central Africa Region,{48B14CA7-9E13-46FD-B9AA-372896B00406},Sub-Sahara Africa Field,1948588.62240000000,12.41772000000,,1,11.31155684380,33.74369533800,-11.09615305460,11.31155684380,2.26820498879,Northern,Northern
2908,CHE,Switzerland,C,,,,,CHE,0,,,,,Switzerland,0,Western Europe Region,{6BDC47BC-A4B4-4371-A421-2695D94E229B},"Europe, Middle East and North Africa Field",7595000.00000000000,100.00000000000,,1,17.49962772140,8.23327207298,46.80334371230,17.49962772140,4.87562107436,Switzerland,
2909,USA-ALA,Alabama,C,,,,USA-ALA,USA,1,,,,Alabama,United States of America,0,North America Region,{F9AE3946-4BB4-43B3-89F8-3E16ADAD0E7B},The Americas Field,5019426.61020000000,1.58022000000,,1,20.72201065330,-86.82914817830,32.79222284920,20.72201065330,12.85489327280,Alabama,Alabama
2910,USA-ARI,Arizona,C,,,,USA-ARI,USA,1,,,,Arizona,United States of America,0,North America Region,{420C3CD0-EC70-4DDC-A09E-8CA6502E817B},The Americas Field,5790944.83510000000,1.82311000000,,1,23.76760418530,-111.66568519500,34.29154784670,23.76760418530,28.93338352710,Arizona,Arizona
2911,USA-ARK,Arkansas,C,,,,USA-ARK,USA,1,,,,Arkansas,United States of America,0,North America Region,{2985C9D7-34BA-44C6-9B9A-4056708511BE},The Americas Field,3017462.44360000000,0.94996000000,,1,21.42721679890,-92.43911936230,34.89899709410,21.42721679890,13.58103415530,Arkansas,Arkansas
3615,USA-ILL-Z05,Greater Chicago,C,,,,USA-ILL,USA,1,,,,Illinois,United States of America,1,North America Region,{CA4CBE92-A6B1-4F64-ACDE-8C24F259DEB4},The Americas Field,3428508.00000000000,2.89206438488,,1,4.81679399582,-88.18475787110,41.93081953340,6.17695644395,0.78831892487,Cook,Cook
3616,USA-ILL-COO,Cook,C,,,,USA-ILL,USA,1,,,,Illinois,United States of America,1,North America Region,{CA4CBE92-A6B1-4F64-ACDE-8C24F259DEB4},The Americas Field,5757874.00000000000,2.89206438488,,1,4.81679399582,-87.81727256780,41.84180395070,2.91218256490,0.26868177277,Cook,Cook
3617,USA-NCA-Z01,North Carolina Coastal,C,,,,USA-NCA,USA,1,,,,North Carolina,United States of America,0,North America Region,{9583AF4C-814A-4B3B-BC00-B41E1910204E},The Americas Field,2722447.00000000000,2.86023000000,,1,59.79284420030,-77.68135605350,35.31021599860,49.92410814020,5.82427316744,North Carolina Coastal,Mountain
3618,USA-NCA-Z02,North Carolina Piedmont,C,,,,USA-NCA,USA,1,,,,North Carolina,United States of America,0,North America Region,{9583AF4C-814A-4B3B-BC00-B41E1910204E},The Americas Field,5732478.00000000000,2.86023000000,,1,59.79284420030,-79.88294150790,35.78538834400,10.75957481300,4.49058940889,North Carolina Piedmont,Mountain
3619,DOM-Z01,Dominican Republic South,C,,,,,DOM,0,,,,,Dominican Republic,0,"Mexico, Central America and Caribbean Region",{CE2E011B-78B0-424B-A43E-A0907646E439},The Americas Field,1783501.00000000000,100.00000000000,,1,17.14133235490,-71.14876309940,18.52479573670,8.41677361992,1.46836557231,Dominican Republic South,
3620,DOM-Z02,Dominican Republic North,C,,,,,DOM,0,,,,,Dominican Republic,0,"Mexico, Central America and Caribbean Region",{CE2E011B-78B0-424B-A43E-A0907646E439},The Americas Field,3425985.00000000000,100.00000000000,,1,17.14133235490,-70.66635932520,19.34910475400,10.36865067480,1.64250096712,Dominican Republic North,
3621,DOM-SAN,Santo Domingo City,C,,,,,DOM,0,,,,,Dominican Republic,0,"Mexico, Central America and Caribbean Region",{CE2E011B-78B0-424B-A43E-A0907646E439},The Americas Field,989743.00000000000,100.00000000000,,1,17.14133235490,-69.94179630730,18.48112138250,0.43492545042,0.00733668426,Santo Domingo City,
3622,DOM-Z03,Dominican Republic East,C,,,,,DOM,0,,,,,Dominican Republic,0,"Mexico, Central America and Caribbean Region",{CE2E011B-78B0-424B-A43E-A0907646E439},The Americas Field,1783501.00000000000,100.00000000000,,1,17.14133235490,-69.27299480350,18.69586885130,6.23601696669,1.01919747465,Dominican Republic East,
3623,KEN-RIF-Z01,Rift Valley North,C,,,,KEN-RIF,KEN,1,,,,Rift Valley,Kenya,0,East Africa Region,{53168AEC-3C11-44F1-A7AE-D2C5E4F67C6D},Sub-Sahara Africa Field,5695914.00000000000,24.35643890000,,1,31.12971857600,35.84917115770,2.02990879004,22.54686559180,9.79223017829,Rift Valley North,Rift Valley North
3674,PAK-NWF-MAL-BUE,Buner,A,,PAK-NWF-MAL-BUN,PAK-NWF-MAL,PAK-NWF,PAK,3,,Buner,Malakand,North West Frontier,Pakistan,0,Central Asia Region,{0F4ADB2E-4E9D-4DD3-8F22-8BB7A09F6823},South and Central Asia Field,587654.00000000000,0.00000000000,,0,1.98744180783,72.54409050050,34.46021619910,1.82736158189,0.14669482178,Buner,Buner
3675,PAK-NWF-MAL-CHI,Chitral,A,,PAK-NWF-MAL-CHI,PAK-NWF-MAL,PAK-NWF,PAK,3,,Chitral,Malakand,North West Frontier,Pakistan,0,Central Asia Region,{3E96ECF3-6F3D-4C64-9B4F-5D0C94C26221},South and Central Asia Field,370081.00000000000,0.00000000000,,0,7.92288891342,72.24994306290,36.23035123430,7.92288891338,1.50513597165,Chitral,Chitral
3676,PAK-NWF-MAL-LOE,Lower Dir,A,,PAK-NWF-MAL-LOW,PAK-NWF-MAL,PAK-NWF,PAK,3,,Lower Dir,Malakand,North West Frontier,Pakistan,0,Central Asia Region,{15D2644E-05F9-47E6-BDB2-2534E1ABEAD1},South and Central Asia Field,833379.00000000000,0.00000000000,,0,2.36554772777,71.86824731570,34.83959494350,2.11398075223,0.16869506245,Lower Dir,Lower Dir
3677,PAK-NWF-MAL-MAL,Malakand Protected Area,A,,PAK-NWF-MAL-MAL,PAK-NWF-MAL,PAK-NWF,PAK,3,,Malakand Protected Area,Malakand,North West Frontier,Pakistan,0,Central Asia Region,{B52E481B-B047-417F-8683-D7C827E8AA3E},South and Central Asia Field,525228.00000000000,0.00000000000,,0,1.35531952054,71.91856381470,34.54506256320,1.35531952129,0.08937195219,Malakand Protected Area,Malakand Protected Area
3678,PAK-NWF-MAL-SWT,Swat,A,,PAK-NWF-MAL-SWA,PAK-NWF-MAL,PAK-NWF,PAK,3,,Swat,Malakand,North West Frontier,Pakistan,0,Central Asia Region,{1605F478-C394-4603-86F4-7549AC00F59F},South and Central Asia Field,1460406.00000000000,0.00000000000,,0,3.68772068231,72.47554687450,35.24378616070,3.97315615957,0.51302571135,Swat,Swat
3679,PAK-NWF-MAL-UPE,Upper Dir,A,,PAK-NWF-MAL-UPP,PAK-NWF-MAL,PAK-NWF,PAK,3,,Upper Dir,Malakand,North West Frontier,Pakistan,0,Central Asia Region,{28B0F768-C771-4449-8E75-9BF39C1D73F5},South and Central Asia Field,668722.00000000000,0.00000000000,,0,2.39787843628,72.04182499070,35.26881277970,3.05739729500,0.37812020843,Upper Dir,Upper Dir
3680,PAK-NWF-MAR-MAR,Mardan,A,,PAK-NWF-MAR-MAR,PAK-NWF-MAR,PAK-NWF,PAK,3,,Mardan,Mardan,North West Frontier,Pakistan,0,Central Asia Region,{10ADF15C-CEDA-42A7-B3C5-78224CFA08B0},South and Central Asia Field,1695559.00000000000,0.00000000000,,0,1.68810265829,72.13844349770,34.31776370330,1.68810265809,0.15160798636,Mardan,Mardan
3961,THA-CEN-SAK,Sa Kaeo,A,,,THA-EAS-SAK,THA-CEN,THA,2,,,Sa Kaeo,Central,Thailand,0,Indo-China and the Philippines Region,{18E6F808-153D-42B2-BB56-78DE836D1A03},Asia and Pacific Field,723307.00000000000,0.00000000000,,0,4.25990076740,102.29192457100,13.77273243230,4.25990076949,0.65242715645,Sa Kaeo,Sa Kaeo
3962,THA-CEN-CHA,Chai Nat,B,,,,THA-CEN,THA,1,,,,Central,Thailand,0,Indo-China and the Philippines Region,{77E03CC8-2D7E-4D7E-B941-F0CD8898B5AA},Asia and Pacific Field,372963.00000000000,0.00000000000,,0,6.96545936205,100.02765742000,15.13720947150,2.38184087722,0.20988002959,Chai Nat,Chai Nat
3963,THA-SOU-PHT,Phatthalung,A,,,THA-SOU-PHT,THA-SOU,THA,2,,,Phatthalung,Southern,Thailand,0,Indo-China and the Philippines Region,{8D31974E-188C-4D0B-903C-FE0BE4CD2943},Asia and Pacific Field,510358.00000000000,0.00000000000,,0,3.24620582009,100.03907167600,7.50889971796,3.24620581991,0.26561628126,Phatthalung,Phatthalung
3964,THA-SOU-SON,Songkhla,A,,,THA-SOU-SON,THA-SOU,THA,2,,,Songkhla,Southern,Thailand,0,Indo-China and the Philippines Region,{361D012C-EDEE-43ED-8A63-1D608F64CA3E},Asia and Pacific Field,1314356.00000000000,0.00000000000,,0,6.32933076962,100.55618666800,6.90748142780,6.32933077655,0.60410668674,Songkhla,Songkhla
3965,THA-CEN-SAR,Saraburi,B,,,,THA-CEN,THA,1,,,,Central,Thailand,0,Indo-China and the Philippines Region,{77E03CC8-2D7E-4D7E-B941-F0CD8898B5AA},Asia and Pacific Field,670942.00000000000,0.00000000000,,0,6.96545936205,101.01147039800,14.62405112810,3.49061145330,0.29553726334,Saraburi,Chai Nat
3966,THA-CEN-LOP,Lop Buri,B,,,,THA-CEN,THA,1,,,,Central,Thailand,0,Indo-China and the Philippines Region,{77E03CC8-2D7E-4D7E-B941-F0CD8898B5AA},Asia and Pacific Field,828181.00000000000,0.00000000000,,0,6.96545936205,100.86921084900,15.09034685370,3.35541080222,0.50191675326,Lop Buri,Chai Nat
3967,THA-CEN-PHR,Phra Nakhon Si Ayutthaya,B,,,,THA-CEN,THA,1,,,,Central,Thailand,0,Indo-China and the Philippines Region,{77E03CC8-2D7E-4D7E-B941-F0CD8898B5AA},Asia and Pacific Field,830186.00000000000,0.00000000000,,0,6.96545936205,100.53082933100,14.34404008420,2.42814373097,0.21268276840,Phra Nakhon Si Ayutthaya,Chai Nat
3968,THA-CEN-ANG,Ang Thong,B,,,,THA-CEN,THA,1,,,,Central,Thailand,0,Indo-China and the Philippines Region,{77E03CC8-2D7E-4D7E-B941-F0CD8898B5AA},Asia and Pacific Field,312384.00000000000,0.00000000000,,0,6.96545936205,100.35062583900,14.62108267370,1.32190928302,0.07913451645,Ang Thong,Chai Nat
3969,THA-CEN-SIN,Sing Buri,B,,,,THA-CEN,THA,1,,,,Central,Thailand,0,Indo-China and the Philippines Region,{77E03CC8-2D7E-4D7E-B941-F0CD8898B5AA},Asia and Pacific Field,238700.00000000000,0.00000000000,,0,6.96545936205,100.35037360600,14.91438201830,1.39743357783,0.07018844414,Sing Buri,Chai Nat
2149,MOZ-MAP,Maputo,B,,,,MOZ-MAP,MOZ,1,,,,Maputo,Mozambique,0,South Central Africa Region,{9414AC7B-BD47-48F6-BE1D-42B540C71BEC},Sub-Sahara Africa Field,1436133.64500000000,6.13575000000,,1,10.35616414410,32.45208344750,-25.53922581400,10.35616414410,2.03884215528,Maputo,Maputo
2150,MOZ-SOF,Sofala,B,,,,MOZ-SOF,MOZ,1,,,,Sofala,Mozambique,0,South Central Africa Region,{1EC97303-9BF0-428F-ADA1-AC8D776FB7DF},Sub-Sahara Africa Field,1885826.10120000000,8.05702000000,,1,19.72103534130,34.68236831420,-19.05125218990,19.72103534130,5.78710007752,Sofala,Sofala
2151,MOZ-NAM,Nampula,B,,,,MOZ-NAM,MOZ,1,,,,Nampula,Mozambique,0,South Central Africa Region,{FFCE6DA1-6D8D-40B9-BA24-0D3AFA0B266C},Sub-Sahara Africa Field,4647567.91860000000,19.85631000000,,1,21.74187902880,39.24913390190,-14.96319571690,21.74187902880,6.55997507761,Nampula,Nampula
2152,MOZ-TET,Tete,B,,,,MOZ-TET,MOZ,1,,,,Tete,Mozambique,0,South Central Africa Region,{87771837-DF86-4E16-B699-9DD38993C5CB},Sub-Sahara Africa Field,2088955.07220000000,8.92487000000,,1,18.12277102910,32.76650090290,-15.51690720310,18.12277102910,8.51973255934,Tete,Tete
2153,MOZ-ZAM,Zambezia,B,,,,MOZ-ZAM,MOZ,1,,,,Zambezia,Mozambique,0,South Central Africa Region,{90142CF0-1B56-431B-80FD-CC4585D7E3F2},Sub-Sahara Africa Field,4438039.74720000000,18.96112000000,,1,19.18989522770,36.98114549810,-16.65502753350,19.18989522770,8.68087481118,Zambezia,Zambezia
2154,NPL-CEN-CTA-MAH,Mahottari,A,,NPL-CEN-CTA-MAH,NPL-CEN-CTA,NPL-CEN,NPL,3,,Mahottari,Central Tarai,Central Region,Nepal,0,South Asia: Northeast Region,{D10A2179-8B20-4606-81F5-56067765E6EE},South and Central Asia Field,713695.93340900000,2.39070087900,,1,1.43485228144,85.82931912720,26.86323312400,1.43485228144,0.09050588181,Mahottari,Mahottari
2155,NPL-CEN-CTA-PAR,Parsa,A,,NPL-CEN-CTA-PAR,NPL-CEN-CTA,NPL-CEN,NPL,3,,Parsa,Central Tarai,Central Region,Nepal,0,South Asia: Northeast Region,{EF7750CD-A10C-449C-A826-4521E124155B},South and Central Asia Field,641147.95949200000,2.14768351419,,1,1.73610483581,84.78604366730,27.23173013180,1.73610483581,0.12716717889,Parsa,Parsa
2156,NPL-MID-MWH,Mid-Western Hill,A,,,NPL-MID-MWH,NPL-MID,NPL,2,,,Mid-Western Hill,Mid West Region,Nepal,0,South Asia: Northeast Region,{9C82A298-8BE9-476B-B487-0BA56C168F9B},South and Central Asia Field,1899414.15692000000,6.36255705262,,1,7.31417673921,82.23870729720,28.58813850610,7.31417673921,1.31630185346,Mid-Western Hill,Mid-Western Hill
2157,NPL-MID-MWM,Mid-Western Mountain,A,,,NPL-MID-MWM,NPL-MID,NPL,2,,,Mid-Western Mountain,Mid West Region,Nepal,0,South Asia: Northeast Region,{7220C8D7-26E0-448C-AF62-2AA34969CD90},South and Central Asia Field,398553.39690800000,1.33505308313,,1,8.31569343271,82.42222880670,29.49812386600,8.31569343271,2.01344229172,Mid-Western Mountain,Mid-Western Mountain
2158,NPL-MID-MWT,Mid-Western Tarai,A,,,NPL-MID-MWT,NPL-MID,NPL,2,,,Mid-Western Tarai,Mid West Region,Nepal,0,South Asia: Northeast Region,{B39662BB-6837-4692-8F8D-688A0943F61B},South and Central Asia Field,1587165.30941000000,5.31660238306,,1,4.69579497074,81.95493494490,28.11906332400,4.69579497074,0.62914821242,Mid-Western Tarai,Mid-Western Tarai
2159,NPL-WES-WEH-ARG,Arghakhanchi,A,,NPL-WES-WEH-ARG,NPL-WES-WEH,NPL-WES,NPL,3,,Arghakhanchi,Western Hill,Western Region,Nepal,0,South Asia: Northeast Region,{AC8BCFB3-5A33-4EA9-AB71-F60E01FE6233},South and Central Asia Field,346784.97067100000,1.16164194778,,1,1.69213517043,83.08230675800,27.90055622210,1.69213517043,0.10122968332,Arghakhanchi,Arghakhanchi
2160,NPL-WES-WEH-BAG,Baglung,A,,NPL-WES-WEH-BAG,NPL-WES-WEH,NPL-WES,NPL,3,,Baglung,Western Hill,Western Region,Nepal,0,South Asia: Northeast Region,{92D4D848-5584-496D-ADB2-E5BE03109193},South and Central Asia Field,371538.66460900000,1.24456056212,,1,2.44895897373,83.25094217770,28.34048015170,2.44895897373,0.16672159072,Baglung,Baglung
2161,NPL-WES-WEH-GOR,Gorkha,A,,NPL-WES-WEH-GOR,NPL-WES-WEH,NPL-WES,NPL,3,,Gorkha,Western Hill,Western Region,Nepal,0,South Asia: Northeast Region,{7EF20BC1-EDE7-4E6E-BB00-2493C795C4B6},South and Central Asia Field,382524.78044100000,1.28136127170,,1,3.28189914206,84.80014170680,28.31210870000,3.28189914206,0.33651346285,Gorkha,Gorkha
2162,NPL-WES-WEH-GUL,Gulmi,A,,NPL-WES-WEH-GUL,NPL-WES-WEH,NPL-WES,NPL,3,,Gulmi,Western Hill,Western Region,Nepal,0,South Asia: Northeast Region,{780969EB-44D6-450F-9513-ED4F830DB5EF},South and Central Asia Field,490677.23190400000,1.64364463171,,1,1.71158846486,83.29424286660,28.09130986080,1.71158846486,0.11136735843,Gulmi,Gulmi
2163,PCN,Pitcairn Islands,C,,,,,PCN,0,,,,,Pitcairn Islands,0,Pacific Region,{E7C0B757-3D39-4D1C-8172-D75A2D89281E},Asia and Pacific Field,50.00000000000,100.00000000000,,1,0.50813324350,-128.48976123900,-24.43385794340,0.50813324350,0.00399792896,Pitcairn Islands,
2164,TUR-IST-IST-IST-Z01,Istanbul West,B,,TUR-IST-IST-IST,TUR-IST-IST,TUR-IST,TUR,3,,Istanbul,Istanbul,Marmara,Turkey,1,Central Asia Region,{4A0FA0C5-2F53-488F-A85A-374CA317BEB8},South and Central Asia Field,4852114.87315000000,6.40923964488,,1,3.52842460450,28.50660096600,41.20245575250,3.52842460450,0.36990606032,Istanbul West,Istanbul {West}
2165,POL-SLA,Slaskie,C,,,,POL-SLA,POL,1,,,,Slaskie,Poland,0,Central Europe Region,{983B072F-D0C6-4C2E-9614-4F4641F904DC},"Europe, Middle East and North Africa Field",4756043.02573000000,12.50339930000,,1,9.53022838402,18.99797517700,50.33225152590,9.53022838402,1.56151123032,Slaskie,Slaskie
2166,TUR-IST-IST-IST-Z02,Istanbul East,B,,TUR-IST-IST-IST,TUR-IST-IST,TUR-IST,TUR,3,,Istanbul,Istanbul,Marmara,Turkey,1,Central Asia Region,{68C37363-9CC3-48E2-9FB7-7D0C44438D9D},South and Central Asia Field,4852114.87315000000,6.40923964488,,1,2.95903267659,29.37686370070,41.05439267000,2.95903267659,0.19381912081,Istanbul East,Istanbul {East}
